Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_002901205.1	Primary Assembly	Un			PDCF01022372.1	Chromosome		NW_019790159.1	unplaced-scaffold	1478			scaffold22367_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022373.1	Chromosome		NW_019790160.1	unplaced-scaffold	1478			scaffold22368_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022374.1	Chromosome		NW_019790161.1	unplaced-scaffold	1478			scaffold22369_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022375.1	Chromosome		NW_019790163.1	unplaced-scaffold	1478			scaffold22370_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022376.1	Chromosome		NW_019790164.1	unplaced-scaffold	1477			scaffold22371_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022377.1	Chromosome		NW_019790165.1	unplaced-scaffold	1477			scaffold22372_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022378.1	Chromosome		NW_019790166.1	unplaced-scaffold	1477			scaffold22373_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022379.1	Chromosome		NW_019790167.1	unplaced-scaffold	1477			scaffold22374_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022380.1	Chromosome		NW_019790168.1	unplaced-scaffold	1477			scaffold22375_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022381.1	Chromosome		NW_019790169.1	unplaced-scaffold	1477			scaffold22376_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022382.1	Chromosome		NW_019790170.1	unplaced-scaffold	1477			scaffold22377_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022383.1	Chromosome		NW_019790171.1	unplaced-scaffold	1477			scaffold22378_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022384.1	Chromosome		NW_019790172.1	unplaced-scaffold	1477			scaffold22379_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022385.1	Chromosome		NW_019790174.1	unplaced-scaffold	1477			scaffold22380_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022386.1	Chromosome		NW_019790175.1	unplaced-scaffold	1476			scaffold22381_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022387.1	Chromosome		NW_019790176.1	unplaced-scaffold	1476			scaffold22382_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022388.1	Chromosome		NW_019790177.1	unplaced-scaffold	1476			scaffold22383_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022389.1	Chromosome		NW_019790178.1	unplaced-scaffold	1476			scaffold22384_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022390.1	Chromosome		NW_019790179.1	unplaced-scaffold	1476			scaffold22385_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022391.1	Chromosome		NW_019790180.1	unplaced-scaffold	1476			scaffold22386_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022392.1	Chromosome		NW_019790181.1	unplaced-scaffold	1476			scaffold22387_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022393.1	Chromosome		NW_019790182.1	unplaced-scaffold	1476			scaffold22388_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022394.1	Chromosome		NW_019790183.1	unplaced-scaffold	1476			scaffold22389_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022395.1	Chromosome		NW_019790185.1	unplaced-scaffold	1476			scaffold22390_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022396.1	Chromosome		NW_019790186.1	unplaced-scaffold	1476			scaffold22391_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022397.1	Chromosome		NW_019790187.1	unplaced-scaffold	1476			scaffold22392_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022398.1	Chromosome		NW_019790188.1	unplaced-scaffold	1476			scaffold22393_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022399.1	Chromosome		NW_019790189.1	unplaced-scaffold	1476			scaffold22394_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022400.1	Chromosome		NW_019790190.1	unplaced-scaffold	1476			scaffold22395_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022401.1	Chromosome		NW_019790191.1	unplaced-scaffold	1476			scaffold22396_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022402.1	Chromosome		NW_019790192.1	unplaced-scaffold	1476			scaffold22397_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022403.1	Chromosome		NW_019790193.1	unplaced-scaffold	1476			scaffold22398_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022404.1	Chromosome		NW_019790194.1	unplaced-scaffold	1476			scaffold22399_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022405.1	Chromosome		NW_019790197.1	unplaced-scaffold	1476			scaffold22400_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022406.1	Chromosome		NW_019790198.1	unplaced-scaffold	1476			scaffold22401_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022407.1	Chromosome		NW_019790199.1	unplaced-scaffold	1475			scaffold22402_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022408.1	Chromosome		NW_019790200.1	unplaced-scaffold	1475			scaffold22403_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022409.1	Chromosome		NW_019790201.1	unplaced-scaffold	1475			scaffold22404_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022410.1	Chromosome		NW_019790202.1	unplaced-scaffold	1475			scaffold22405_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022411.1	Chromosome		NW_019790203.1	unplaced-scaffold	1475			scaffold22406_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022412.1	Chromosome		NW_019790204.1	unplaced-scaffold	1475			scaffold22407_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022413.1	Chromosome		NW_019790205.1	unplaced-scaffold	1475			scaffold22408_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022414.1	Chromosome		NW_019790206.1	unplaced-scaffold	1475			scaffold22409_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022415.1	Chromosome		NW_019790208.1	unplaced-scaffold	1475			scaffold22410_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022416.1	Chromosome		NW_019790209.1	unplaced-scaffold	1475			scaffold22411_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022417.1	Chromosome		NW_019790210.1	unplaced-scaffold	1474			scaffold22412_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022418.1	Chromosome		NW_019790211.1	unplaced-scaffold	1474			scaffold22413_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022419.1	Chromosome		NW_019790212.1	unplaced-scaffold	1474			scaffold22414_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022420.1	Chromosome		NW_019790213.1	unplaced-scaffold	1474			scaffold22415_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022421.1	Chromosome		NW_019790214.1	unplaced-scaffold	1474			scaffold22416_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022422.1	Chromosome		NW_019790215.1	unplaced-scaffold	1474			scaffold22417_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022423.1	Chromosome		NW_019790216.1	unplaced-scaffold	1474			scaffold22418_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022424.1	Chromosome		NW_019790217.1	unplaced-scaffold	1474			scaffold22419_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022425.1	Chromosome		NW_019790219.1	unplaced-scaffold	1474			scaffold22420_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022426.1	Chromosome		NW_019790220.1	unplaced-scaffold	1474			scaffold22421_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022427.1	Chromosome		NW_019790221.1	unplaced-scaffold	1473			scaffold22422_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022428.1	Chromosome		NW_019790222.1	unplaced-scaffold	1473			scaffold22423_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022429.1	Chromosome		NW_019790223.1	unplaced-scaffold	1473			scaffold22424_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022430.1	Chromosome		NW_019790224.1	unplaced-scaffold	1473			scaffold22425_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022431.1	Chromosome		NW_019790225.1	unplaced-scaffold	1473			scaffold22426_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022432.1	Chromosome		NW_019790226.1	unplaced-scaffold	1473			scaffold22427_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022433.1	Chromosome		NW_019790227.1	unplaced-scaffold	1473			scaffold22428_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022434.1	Chromosome		NW_019790228.1	unplaced-scaffold	1473			scaffold22429_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022435.1	Chromosome		NW_019790230.1	unplaced-scaffold	1473			scaffold22430_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022436.1	Chromosome		NW_019790231.1	unplaced-scaffold	1473			scaffold22431_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022437.1	Chromosome		NW_019790232.1	unplaced-scaffold	1473			scaffold22432_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022438.1	Chromosome		NW_019790233.1	unplaced-scaffold	1473			scaffold22433_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022439.1	Chromosome		NW_019790234.1	unplaced-scaffold	1473			scaffold22434_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022440.1	Chromosome		NW_019790235.1	unplaced-scaffold	1472			scaffold22435_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022441.1	Chromosome		NW_019790236.1	unplaced-scaffold	1472			scaffold22436_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022442.1	Chromosome		NW_019790237.1	unplaced-scaffold	1472			scaffold22437_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022443.1	Chromosome		NW_019790238.1	unplaced-scaffold	1472			scaffold22438_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022444.1	Chromosome		NW_019790239.1	unplaced-scaffold	1472			scaffold22439_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022445.1	Chromosome		NW_019790241.1	unplaced-scaffold	1472			scaffold22440_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022446.1	Chromosome		NW_019790242.1	unplaced-scaffold	1472			scaffold22441_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022447.1	Chromosome		NW_019790243.1	unplaced-scaffold	1472			scaffold22442_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022448.1	Chromosome		NW_019790244.1	unplaced-scaffold	1472			scaffold22443_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022449.1	Chromosome		NW_019790245.1	unplaced-scaffold	1472			scaffold22444_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022450.1	Chromosome		NW_019790246.1	unplaced-scaffold	1472			scaffold22445_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022451.1	Chromosome		NW_019790247.1	unplaced-scaffold	1471			scaffold22446_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022452.1	Chromosome		NW_019790248.1	unplaced-scaffold	1471			scaffold22447_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022453.1	Chromosome		NW_019790249.1	unplaced-scaffold	1471			scaffold22448_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022454.1	Chromosome		NW_019790250.1	unplaced-scaffold	1471			scaffold22449_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022455.1	Chromosome		NW_019790252.1	unplaced-scaffold	1471			scaffold22450_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022456.1	Chromosome		NW_019790253.1	unplaced-scaffold	1471			scaffold22451_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022457.1	Chromosome		NW_019790254.1	unplaced-scaffold	1471			scaffold22452_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022458.1	Chromosome		NW_019790255.1	unplaced-scaffold	1471			scaffold22453_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022459.1	Chromosome		NW_019790256.1	unplaced-scaffold	1471			scaffold22454_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022460.1	Chromosome		NW_019790257.1	unplaced-scaffold	1471			scaffold22455_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022461.1	Chromosome		NW_019790258.1	unplaced-scaffold	1471			scaffold22456_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022462.1	Chromosome		NW_019790259.1	unplaced-scaffold	1471			scaffold22457_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022463.1	Chromosome		NW_019790260.1	unplaced-scaffold	1471			scaffold22458_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022464.1	Chromosome		NW_019790261.1	unplaced-scaffold	1471			scaffold22459_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022465.1	Chromosome		NW_019790263.1	unplaced-scaffold	1471			scaffold22460_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022466.1	Chromosome		NW_019790264.1	unplaced-scaffold	1471			scaffold22461_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022467.1	Chromosome		NW_019790265.1	unplaced-scaffold	1471			scaffold22462_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022468.1	Chromosome		NW_019790266.1	unplaced-scaffold	1471			scaffold22463_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022469.1	Chromosome		NW_019790267.1	unplaced-scaffold	1470			scaffold22464_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022470.1	Chromosome		NW_019790268.1	unplaced-scaffold	1470			scaffold22465_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022471.1	Chromosome		NW_019790269.1	unplaced-scaffold	1470			scaffold22466_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022472.1	Chromosome		NW_019790270.1	unplaced-scaffold	1470			scaffold22467_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022473.1	Chromosome		NW_019790271.1	unplaced-scaffold	1470			scaffold22468_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022474.1	Chromosome		NW_019790272.1	unplaced-scaffold	1470			scaffold22469_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022475.1	Chromosome		NW_019790274.1	unplaced-scaffold	1470			scaffold22470_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022476.1	Chromosome		NW_019790275.1	unplaced-scaffold	1470			scaffold22471_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022477.1	Chromosome		NW_019790276.1	unplaced-scaffold	1470			scaffold22472_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022478.1	Chromosome		NW_019790277.1	unplaced-scaffold	1470			scaffold22473_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022479.1	Chromosome		NW_019790278.1	unplaced-scaffold	1470			scaffold22474_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022480.1	Chromosome		NW_019790279.1	unplaced-scaffold	1470			scaffold22475_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022481.1	Chromosome		NW_019790280.1	unplaced-scaffold	1470			scaffold22476_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022482.1	Chromosome		NW_019790281.1	unplaced-scaffold	1470			scaffold22477_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022483.1	Chromosome		NW_019790282.1	unplaced-scaffold	1470			scaffold22478_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022484.1	Chromosome		NW_019790283.1	unplaced-scaffold	1470			scaffold22479_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022485.1	Chromosome		NW_019790285.1	unplaced-scaffold	1469			scaffold22480_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022486.1	Chromosome		NW_019790286.1	unplaced-scaffold	1469			scaffold22481_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022487.1	Chromosome		NW_019790287.1	unplaced-scaffold	1469			scaffold22482_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022488.1	Chromosome		NW_019790288.1	unplaced-scaffold	1469			scaffold22483_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022489.1	Chromosome		NW_019790289.1	unplaced-scaffold	1469			scaffold22484_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022490.1	Chromosome		NW_019790290.1	unplaced-scaffold	1469			scaffold22485_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022491.1	Chromosome		NW_019790291.1	unplaced-scaffold	1469			scaffold22486_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022492.1	Chromosome		NW_019790292.1	unplaced-scaffold	1469			scaffold22487_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022493.1	Chromosome		NW_019790293.1	unplaced-scaffold	1469			scaffold22488_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022494.1	Chromosome		NW_019790294.1	unplaced-scaffold	1469			scaffold22489_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022495.1	Chromosome		NW_019790296.1	unplaced-scaffold	1469			scaffold22490_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022496.1	Chromosome		NW_019790297.1	unplaced-scaffold	1469			scaffold22491_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022497.1	Chromosome		NW_019790298.1	unplaced-scaffold	1469			scaffold22492_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022498.1	Chromosome		NW_019790299.1	unplaced-scaffold	1468			scaffold22493_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022499.1	Chromosome		NW_019790300.1	unplaced-scaffold	1468			scaffold22494_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022500.1	Chromosome		NW_019790301.1	unplaced-scaffold	1468			scaffold22495_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022501.1	Chromosome		NW_019790302.1	unplaced-scaffold	1468			scaffold22496_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022502.1	Chromosome		NW_019790303.1	unplaced-scaffold	1468			scaffold22497_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022503.1	Chromosome		NW_019790304.1	unplaced-scaffold	1468			scaffold22498_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022504.1	Chromosome		NW_019790305.1	unplaced-scaffold	1468			scaffold22499_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022505.1	Chromosome		NW_019790308.1	unplaced-scaffold	1468			scaffold22500_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022506.1	Chromosome		NW_019790309.1	unplaced-scaffold	1468			scaffold22501_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022507.1	Chromosome		NW_019790310.1	unplaced-scaffold	1468			scaffold22502_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022508.1	Chromosome		NW_019790311.1	unplaced-scaffold	1468			scaffold22503_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022509.1	Chromosome		NW_019790312.1	unplaced-scaffold	1468			scaffold22504_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022510.1	Chromosome		NW_019790313.1	unplaced-scaffold	1467			scaffold22505_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022511.1	Chromosome		NW_019790314.1	unplaced-scaffold	1467			scaffold22506_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022512.1	Chromosome		NW_019790315.1	unplaced-scaffold	1467			scaffold22507_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022513.1	Chromosome		NW_019790316.1	unplaced-scaffold	1467			scaffold22508_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022514.1	Chromosome		NW_019790317.1	unplaced-scaffold	1467			scaffold22509_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022515.1	Chromosome		NW_019790319.1	unplaced-scaffold	1467			scaffold22510_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022516.1	Chromosome		NW_019790320.1	unplaced-scaffold	1467			scaffold22511_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022517.1	Chromosome		NW_019790321.1	unplaced-scaffold	1467			scaffold22512_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022518.1	Chromosome		NW_019790322.1	unplaced-scaffold	1467			scaffold22513_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022519.1	Chromosome		NW_019790323.1	unplaced-scaffold	1467			scaffold22514_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022520.1	Chromosome		NW_019790324.1	unplaced-scaffold	1467			scaffold22515_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022521.1	Chromosome		NW_019790325.1	unplaced-scaffold	1467			scaffold22516_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022522.1	Chromosome		NW_019790326.1	unplaced-scaffold	1466			scaffold22517_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022523.1	Chromosome		NW_019790327.1	unplaced-scaffold	1466			scaffold22518_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022524.1	Chromosome		NW_019790328.1	unplaced-scaffold	1466			scaffold22519_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022525.1	Chromosome		NW_019790330.1	unplaced-scaffold	1466			scaffold22520_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022526.1	Chromosome		NW_019790331.1	unplaced-scaffold	1465			scaffold22521_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022527.1	Chromosome		NW_019790332.1	unplaced-scaffold	1465			scaffold22522_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022528.1	Chromosome		NW_019790333.1	unplaced-scaffold	1465			scaffold22523_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022529.1	Chromosome		NW_019790334.1	unplaced-scaffold	1465			scaffold22524_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022530.1	Chromosome		NW_019790335.1	unplaced-scaffold	1465			scaffold22525_part1
