SNP.Name,Chromosome,cM.Position.Sex.Averaged,cM.Position.Female,cM.Position.Male,Genome.Position.Oarv3.1
OAR16_12144714.1,16,17.881,11.993,29.264,11146741
OAR16_12176796.1,16,17.974,12.097,29.264,11180187
OAR16_12276858.1,16,18.126,12.097,30.185,11277212
OAR16_12311919.1,16,18.126,12.097,30.185,11310723
s75376.1,16,18.351,12.467,30.185,11529611
s24567.1,16,18.351,12.467,30.185,11560502
OAR16_12590773.1,16,18.351,12.467,30.185,11572898
OAR16_12792001.1,16,18.351,12.467,30.185,11741861
OAR16_12836843.1,16,19.101,12.862,30.975,11784729
s48306.1,16,19.101,12.862,30.975,11833434
OAR16_12946232.1,16,19.101,12.862,30.975,11873386
OAR16_12981757.1,16,19.241,12.862,31.739,11905568
OAR16_13009836.1,16,19.241,12.862,31.739,11931218
OAR16_13044661.1,16,19.241,12.862,31.739,11960716
OAR16_13081061.1,16,19.241,12.862,31.739,12004328
OAR16_13101603.1,16,19.241,12.862,31.739,12023981
OAR16_13156050.1,16,19.482,13.133,31.941,12082875
OAR16_13242208.1,16,19.482,13.133,31.941,12170130
s38913.1,16,19.715,13.419,32.007,12298352
s70524.1,16,19.715,13.419,32.007,12349130
OAR16_13597726.1,16,19.93,13.419,32.463,12523192
OAR16_13638240.1,16,19.93,13.419,32.463,12564475
s45825.1,16,20.311,13.419,33.545,12684995
OAR16_13870205.1,16,20.873,14.272,33.545,12778949
OAR16_13953401.1,16,20.906,14.272,33.579,12859478
OAR16_14017588.1,16,20.993,14.272,33.853,12923129
s51529.1,16,21.277,14.272,34.635,12954039
OAR16_14172944.1,16,21.277,14.272,34.635,13062873
s62522.1,16,21.879,15.231,34.635,13129166
s11016.1,16,21.879,15.231,34.635,13166552
OAR16_14323895.1,16,21.879,15.231,34.635,13219609
OAR16_14498211.1,16,21.879,15.231,34.635,13316353
OAR16_14507833.1,16,21.879,15.231,34.635,13326194
OAR16_14425857.1,16,21.879,15.231,34.635,13373578
OAR16_14563630.1,16,21.879,15.231,34.635,13441164
OAR16_14574649.1,16,21.879,15.231,34.635,13451808
OAR16_14628105.1,16,21.879,15.231,34.635,13502925
OAR16_14737442.1,16,21.879,15.231,34.635,13609946
OAR16_14772180.1,16,21.879,15.231,34.635,13643499
OAR16_14845632.1,16,21.879,15.231,34.635,13707327
OAR16_14874751.1,16,21.879,15.231,34.635,13738722
s39153.1,16,22.766,16.537,34.91,13887272
OAR16_15329984.1,16,22.766,16.537,34.91,14084594
OAR16_15458830.1,16,22.876,16.537,35.05,14215465
OAR16_15512379.1,16,22.945,16.746,35.05,14273045
OAR16_15575456.1,16,22.945,16.746,35.05,14331214
s01680.1,16,22.945,16.746,35.05,14357360
s12504.1,16,22.958,16.746,35.05,14409720
s11739.1,16,22.976,16.746,35.05,14453324
OAR16_15746560.1,16,22.976,16.746,35.05,14470558
OAR16_15806015.1,16,22.976,16.746,35.05,14524181
OAR16_16034696.1,16,23.423,17.058,35.863,14632449
OAR16_16170469.1,16,23.423,17.058,35.863,14767179
OAR16_16423980.1,16,23.423,17.058,35.863,14815181
s54258.1,16,23.423,17.058,35.863,14870212
OAR16_16497882.1,16,23.423,17.058,35.863,14899049
OAR16_16543821.1,16,23.578,17.058,36.249,14944699
OAR16_16552788.1,16,23.722,17.212,36.413,14952012
OAR16_16858464.1,16,23.722,17.212,36.413,15218392
OAR16_16902918.1,16,23.722,17.212,36.413,15280464
OAR16_16928494.1,16,23.722,17.212,36.413,15306397
OAR16_17147237.1,16,23.887,17.212,36.546,15514961
OAR16_17178930.1,16,23.887,17.212,36.546,15557272
OAR16_17318246.1,16,23.93,17.212,36.886,15693967
OAR16_17379899.1,16,24.076,17.432,36.886,15732051
OAR16_17422625.1,16,24.076,17.432,36.886,15762094
OAR16_17483083.1,16,24.076,17.432,36.886,15807948
OAR16_17547585.1,16,24.076,17.432,36.886,15879198
OAR16_17707202.1,16,24.857,18.476,37.223,16053539
OAR16_17857994.1,16,24.857,18.476,37.223,16205907
OAR16_17871226.1,16,24.857,18.476,37.223,16225192
OAR16_17882730.1,16,24.857,18.476,37.223,16235766
OAR16_17986594.1,16,24.857,18.476,37.223,16368610
OAR16_18050412.1,16,24.857,18.476,37.223,16419959
OAR16_18107424.1,16,24.857,18.476,37.223,16475639
OAR16_18125193.1,16,24.857,18.476,37.223,16498550
OAR16_18182900.1,16,24.857,18.476,37.223,16546689
OAR16_18306489.1,16,25.219,18.78,37.699,16665988
s49806.1,16,25.219,18.78,37.699,16675480
s31223.1,16,25.339,18.78,38.026,16751499
OAR16_18508955.1,16,25.339,18.78,38.026,16842328
s21672.1,16,25.339,18.78,38.026,16867722
OAR16_18553130.1,16,25.339,18.78,38.026,16883561
OAR16_18611872.1,16,25.339,18.78,38.026,16935644
s01520.1,16,25.339,18.78,38.026,16996964
s25875.1,16,25.339,18.78,38.026,17094483
s32201.1,16,25.657,19.267,38.026,17137234
OAR16_18865349.1,16,25.657,19.267,38.026,17166127
s75130.1,16,25.657,19.267,38.026,17262930
s01014.1,16,25.657,19.267,38.026,17300990
OAR16_19016913.1,16,25.657,19.267,38.026,17329824
OAR16_19053335.1,16,25.873,19.545,38.162,17365262
s19290.1,16,25.873,19.545,38.162,17426052
s65924.1,16,25.873,19.545,38.162,17453973
s61002.1,16,25.873,19.545,38.162,17460862
OAR16_19296989.1,16,25.873,19.545,38.162,17491152
OAR16_19321740.1,16,25.873,19.545,38.162,17515182
OAR16_19379404.1,16,25.873,19.545,38.162,17570593
OAR16_19414529.1,16,25.873,19.545,38.162,17605388
s27574.1,16,26.111,19.722,38.372,17697242
s52305.1,16,26.218,19.796,38.792,17760952
OAR16_19700820.1,16,26.218,19.796,38.792,17881653
OAR16_19754943_X.1,16,26.342,19.796,38.792,17932782
OAR16_19872858.1,16,26.342,19.796,38.792,18050384
s60618.1,16,26.342,19.796,38.792,18081125
OAR16_19941774.1,16,26.342,19.796,38.792,18118842
OAR16_20006549.1,16,26.443,20.114,38.792,18186560
OAR16_20062365.1,16,26.557,20.273,38.792,18271933
OAR16_20116002.1,16,26.557,20.273,38.792,18335075
OAR16_20147789.1,16,26.664,20.435,38.792,18368560
OAR16_20384474.1,16,26.995,20.992,38.792,18541875
OAR16_20449381.1,16,26.995,20.992,38.792,18555206
OAR16_20537795.1,16,26.995,20.992,38.792,18643100
OAR16_20568767.1,16,26.995,20.992,38.792,18674666
OAR16_20618505.1,16,26.995,20.992,38.792,18723553
OAR16_20754763.1,16,26.995,20.992,38.792,18872348
OAR16_20793168.1,16,26.995,20.992,38.792,18909755
OAR16_20816595.1,16,26.995,20.992,38.792,18934969
OAR16_20915917.1,16,27.391,21.405,39.122,19037814
OAR16_20966557.1,16,27.774,21.804,39.441,19086591
OAR16_21164614.1,16,27.774,21.804,39.441,19198726
OAR16_21184963.1,16,27.774,21.804,39.441,19220096
OAR16_21237906.1,16,27.774,21.804,39.441,19272942
OAR16_21332956.1,16,27.774,21.804,39.441,19367218
OAR16_21343629.1,16,27.859,21.931,39.441,19376465
OAR16_21441330.1,16,28.392,22.695,39.713,19472381
s43800.1,16,28.392,22.695,39.713,19528547
s46538.1,16,28.392,22.695,39.713,19653135
OAR16_21621995.1,16,28.763,23.082,39.865,19659014
OAR16_21741715.1,16,28.763,23.082,39.865,19776599
s64213.1,16,28.811,23.082,40.028,19796092
OAR16_21803263.1,16,28.811,23.082,40.028,19829004
OAR16_21820299.1,16,28.811,23.082,40.028,19850128
OAR16_21872776.1,16,28.811,23.082,40.028,19905654
OAR16_21925866.1,16,29.103,23.285,40.464,19957052
OAR16_21960651_X.1,16,29.103,23.285,40.464,19993003
OAR16_22056927.1,16,29.289,23.285,40.84,20088867
s61872.1,16,29.289,23.285,40.84,20124774
OAR16_22136878.1,16,29.326,23.285,41.387,20166035
s30645.1,16,29.723,23.503,41.982,20279386
OAR16_22338064.1,16,30.084,23.938,41.982,20362185
s37320.1,16,30.084,23.938,41.982,20451206
OAR16_22469485.1,16,30.084,23.938,41.982,20486628
OAR16_22501159.1,16,30.084,23.938,41.982,20519912
OAR16_22517765.1,16,30.084,23.938,41.982,20536589
s56286.1,16,30.283,24.071,42.227,20633237
OAR16_22679803.1,16,30.415,24.359,42.227,20693950
OAR16_22694665.1,16,30.415,24.359,42.227,20708687
s14363.1,16,30.415,24.359,42.227,20739142
OAR16_22818742.1,16,30.415,24.359,42.227,20775426
OAR16_22855575.1,16,30.415,24.359,42.227,20814561
OAR16_22989735.1,16,30.415,24.359,42.227,20951036
OAR16_23067852.1,16,30.415,24.359,42.227,21025089
OAR16_23102481_X.1,16,30.415,24.359,42.227,21060936
s42829.1,16,30.415,24.359,42.227,21093844
OAR16_23188589.1,16,30.415,24.359,42.227,21147058
OAR16_23208091.1,16,30.415,24.359,42.227,21164273
OAR16_23250718.1,16,30.415,24.359,42.227,21204553
OAR16_23302603.1,16,30.415,24.359,42.227,21245946
OAR16_23349855.1,16,30.415,24.359,42.227,21294427
s58550.1,16,30.718,24.752,42.399,21419894
OAR16_23596501.1,16,31.059,25.215,42.594,21567884
OAR16_23634510.1,16,31.059,25.215,42.594,21605946
s38094.1,16,31.059,25.215,42.594,21639377
OAR16_23680997.1,16,31.059,25.215,42.594,21654029
OAR16_23939306.1,16,32.099,26.387,43.325,21868707
OAR16_23950329.1,16,32.099,26.387,43.325,21882963
OAR16_24002277.1,16,32.099,26.387,43.325,21930408
s27582.1,16,32.284,26.799,43.325,22174044
OAR16_24428159.1,16,32.721,27.331,43.645,22340350
OAR16_24453442.1,16,32.721,27.331,43.645,22364967
OAR16_24475720.1,16,32.721,27.331,43.645,22385723
OAR16_24684423.1,16,32.721,27.331,43.645,22587282
OAR16_24726759.1,16,33.122,27.478,44.257,22627518
OAR16_24757442.1,16,33.122,27.478,44.257,22659298
OAR16_24956553.1,16,33.382,27.655,44.59,22882883
OAR16_25012760.1,16,33.382,27.655,44.59,22938076
s49915.1,16,33.382,27.655,44.59,23006630
s44848.1,16,33.674,27.655,45.163,23059771
OAR16_25179341.1,16,33.861,28.069,45.163,23091876
OAR16_25270633_X.1,16,34.004,28.31,45.163,23182569
OAR16_25301257.1,16,34.004,28.31,45.163,23200887
OAR16_25377664_X.1,16,34.004,28.31,45.163,23280819
OAR16_25406439.1,16,34.004,28.31,45.163,23310739
s48663.1,16,34.004,28.31,45.163,23358901
OAR16_25508103.1,16,34.004,28.31,45.163,23414407
OAR16_25522825.1,16,34.004,28.31,45.163,23430739
OAR16_25659163.1,16,34.004,28.31,45.163,23595257
OAR16_25699112.1,16,34.004,28.31,45.163,23629057
OAR16_25734534.1,16,34.004,28.31,45.163,23660361
OAR16_25756284.1,16,34.004,28.31,45.163,23682276
OAR16_25765286.1,16,34.004,28.31,45.163,23691269
OAR16_25954381.1,16,34.004,28.31,45.163,23889600
OAR16_26006299.1,16,34.004,28.31,45.163,23950271
s33475.1,16,34.004,28.31,45.163,24018457
OAR16_26242679.1,16,34.295,28.725,45.163,24130643
OAR16_26298223.1,16,34.295,28.725,45.163,24193843
OAR16_26522451.1,16,34.57,29.085,45.425,24393554
s35767.1,16,34.57,29.085,45.425,24447069
OAR16_26616332.1,16,34.57,29.085,45.425,24490804
s00347.1,16,34.57,29.085,45.425,24527086
OAR16_26684182.1,16,34.57,29.085,45.425,24562055
OAR16_26752912.1,16,34.57,29.085,45.425,24629785
OAR16_26775858.1,16,35.115,29.35,46.212,24652802
s10166.1,16,35.238,29.75,46.212,24733470
OAR16_27024188.1,16,35.238,29.75,46.212,24858670
OAR16_27103187.1,16,35.533,30.099,46.212,24935037
OAR16_27136698.1,16,35.533,30.099,46.212,24968600
OAR16_27149060.1,16,35.533,30.099,46.212,24977627
OAR16_27229721.1,16,35.533,30.099,46.212,25021431
OAR16_27257992.1,16,35.533,30.099,46.212,25051831
OAR16_27279644.1,16,35.601,30.202,46.212,25073161
OAR16_27329138.1,16,35.664,30.297,46.212,25123129
OAR16_27361441.1,16,35.664,30.297,46.212,25161084
OAR16_27375858.1,16,35.664,30.297,46.212,25175170
OAR16_27406037.1,16,35.664,30.297,46.212,25193624
OAR16_27437756.1,16,35.664,30.297,46.212,25224718
OAR16_27501072.1,16,35.664,30.297,46.212,25286098
OAR16_27516503.1,16,36.217,31.148,46.212,25301459
OAR16_27559913.1,16,36.217,31.148,46.212,25341988
OAR16_27819046.1,16,36.376,31.409,46.212,25599473
OAR16_27849538.1,16,36.376,31.409,46.212,25631318
OAR16_27928853.1,16,36.824,31.856,46.669,25711683
OAR16_27995964.1,16,36.824,31.856,46.669,25777639
OAR16_28029352.1,16,36.824,31.856,46.669,25812750
OAR16_28085509.1,16,36.921,32.036,46.669,25874726
OAR16_28103898.1,16,36.921,32.036,46.669,25893285
s29079.1,16,36.921,32.036,46.669,25948886
OAR16_28206463.1,16,37.026,32.202,46.669,25980273
OAR16_28242420.1,16,37.026,32.202,46.669,26018923
s55728.1,16,37.245,32.584,46.669,26077250
OAR16_28374637.1,16,37.245,32.584,46.669,26150633
OAR16_28431987.1,16,38.085,33.552,46.706,26210763
OAR16_28523236.1,16,38.369,33.762,47.697,26296285
OAR16_28614873.1,16,38.9,34.592,47.697,26368652
OAR16_28660372.1,16,38.9,34.592,47.697,26414378
OAR16_28680186.1,16,38.9,34.592,47.697,26437890
OAR16_28733052.1,16,39.075,34.808,47.697,26485589
OAR16_28766248.1,16,39.075,34.808,47.697,26519987
s69560.1,16,39.488,35.005,48.512,26667241
OAR16_29012867.1,16,39.488,35.005,48.512,26754424
s13627.1,16,39.488,35.005,48.512,26834739
OAR16_29187392.1,16,39.586,35.005,48.744,26912070
OAR16_29213704.1,16,39.586,35.005,48.744,26941926
OAR16_29235823.1,16,39.586,35.005,48.744,26962182
OAR16_29265094.1,16,39.586,35.005,48.744,26980976
OAR16_29324310.1,16,39.586,35.005,48.744,27045135
OAR16_29346135.1,16,39.586,35.005,48.744,27062789
OAR16_29393447.1,16,39.773,35.265,48.744,27109151
OAR16_29426362.1,16,39.773,35.265,48.744,27138211
OAR16_29544100.1,16,39.773,35.265,48.744,27262705
OAR16_29750255.1,16,39.773,35.265,48.744,27442763
OAR16_30048572.1,16,40.171,35.875,48.744,27689817
OAR16_30230297.1,16,40.794,36.482,49.532,27841310
OAR16_30265919.1,16,40.794,36.482,49.532,27885315
OAR16_30326960.1,16,40.97,36.731,49.532,27939999
OAR16_30364510.1,16,40.97,36.731,49.532,27985457
OAR16_30432231.1,16,40.97,36.731,49.532,28060774
OAR16_30457504.1,16,40.97,36.731,49.532,28088273
OAR16_30493769.1,16,40.97,36.731,49.532,28127305
OAR16_30531047_X.1,16,40.97,36.731,49.532,28163031
OAR16_30636839.1,16,41.164,37.071,49.532,28266648
OAR16_30665569.1,16,41.164,37.071,49.532,28298563
OAR16_30687955.1,16,41.164,37.071,49.532,28321220
OAR16_30723388.1,16,41.367,37.071,49.891,28357816
OAR16_30748429.1,16,41.367,37.071,49.891,28381170
OAR16_30815146.1,16,41.473,37.071,50.099,28446660
s19599.1,16,41.602,37.421,50.099,28495163
OAR16_30894595.1,16,41.602,37.421,50.099,28526130
OAR16_30948597.1,16,41.602,37.421,50.099,28578663
s35877.1,16,41.602,37.421,50.099,28632456
OAR16_31036444.1,16,41.602,37.421,50.099,28662464
OAR16_31063637.1,16,42.088,38.044,50.39,28690585
OAR16_31102892.1,16,42.088,38.044,50.39,28727219
OAR16_31129400.1,16,42.088,38.044,50.39,28754634
s09394.1,16,42.088,38.044,50.39,28816556
s30850.1,16,42.088,38.044,50.39,28836171
OAR16_31491759.1,16,42.248,38.244,50.404,28958714
s70650.1,16,42.408,38.447,50.418,29030021
OAR16_31707450.1,16,42.643,38.828,50.438,29163329
OAR16_31731050.1,16,42.824,39.079,50.453,29189645
OAR16_31790783.1,16,42.824,39.079,50.453,29253722
OAR16_31817206.1,16,42.824,39.079,50.453,29276425
OAR16_31845248.1,16,42.824,39.079,50.453,29304504
OAR16_31914286.1,16,42.824,39.079,50.453,29372106
OAR16_31966174.1,16,42.824,39.079,50.453,29415369
OAR16_32006724.1,16,43.27,39.76,50.453,29456587
s48164.1,16,43.789,40.188,51.167,29561576
OAR16_32278875.1,16,43.789,40.188,51.167,29700153
OAR16_32465649.1,16,43.789,40.188,51.167,29818858
OAR16_32396433.1,16,43.941,40.442,51.167,29834628
OAR16_32439374.1,16,43.941,40.442,51.167,29874137
OAR16_32535745.1,16,43.941,40.442,51.167,29924853
OAR16_32580851.1,16,43.941,40.442,51.167,29966767
OAR16_32624937.1,16,43.941,40.442,51.167,30008576
OAR16_32681960.1,16,43.941,40.442,51.167,30055565
OAR16_32742149.1,16,43.941,40.442,51.167,30106379
OAR16_32813959.1,16,44.228,40.807,51.316,30198243
OAR16_32866225.1,16,44.255,40.818,51.331,30236285
OAR16_32902981.1,16,44.255,40.818,51.331,30279813
OAR16_32916237.1,16,44.255,40.818,51.331,30290785
OAR16_32945361.1,16,44.255,40.818,51.331,30319608
OAR16_32987078.1,16,44.466,41.335,51.331,30357140
OAR16_33184393.1,16,44.636,41.335,51.542,30522362
OAR16_33224073.1,16,44.636,41.335,51.542,30559452
OAR16_33317775.1,16,44.636,41.335,51.542,30655866
s59565.1,16,44.636,41.335,51.542,30667706
OAR16_33478147.1,16,44.636,41.335,51.542,30847022
OAR16_33519318.1,16,44.746,41.335,51.796,30886595
OAR16_33555314.1,16,44.746,41.335,51.796,30922730
OAR16_33588226.1,16,44.843,41.517,51.796,30948356
OAR16_33630679.1,16,44.843,41.517,51.796,30990027
OAR16_33693661.1,16,44.966,41.657,51.868,31068097
OAR16_33776544.1,16,45.088,41.796,51.943,31147411
OAR16_33887513.1,16,45.088,41.796,51.943,31260099
OAR16_33999112.1,16,45.088,41.796,51.943,31325254
s51543.1,16,45.088,41.796,51.943,31472581
s10813.1,16,45.088,41.796,51.943,31497304
OAR16_34243483.1,16,45.088,41.796,51.943,31525482
OAR16_34302814.1,16,45.088,41.796,51.943,31588015
OAR16_34374883.1,16,45.088,41.796,51.943,31654423
OAR16_34411628.1,16,45.088,41.796,51.943,31687647
OAR16_34474012.1,16,45.26,42.037,51.943,31745899
OAR16_34481026.1,16,45.26,42.037,51.943,31752635
OAR16_34502238.1,16,45.432,42.279,51.943,31775421
s54859.1,16,45.695,42.592,52.265,31926643
OAR16_34694443.1,16,45.695,42.592,52.265,31955661
OAR16_34798939.1,16,45.695,42.592,52.265,32055083
OAR16_34857607.1,16,45.778,42.67,52.265,32114710
OAR16_34906481.1,16,45.778,42.67,52.265,32156238
OAR16_34949226.1,16,45.778,42.67,52.265,32196927
s25440.1,16,45.778,42.67,52.265,32241221
OAR16_35330518.1,16,45.778,42.67,52.265,32569758
OAR16_35599522.1,16,45.833,42.67,52.485,32701933
s05481.1,16,45.852,42.67,52.565,32812519
OAR16_35768210.1,16,45.875,42.67,52.657,32884122
OAR16_35801820.1,16,45.875,42.67,52.657,32922396
OAR16_35827948.1,16,45.875,42.67,52.657,32945561
DU322052_334.1,16,45.875,42.67,52.657,32982579
s75940.1,16,46.164,42.871,53.147,33202427
OAR16_36192133.1,16,46.164,42.871,53.147,33284858
OAR16_36249607.1,16,46.49,43.364,53.147,33338998
OAR16_36267872.1,16,46.49,43.364,53.147,33356217
OAR16_36312299_X.1,16,46.761,43.836,53.147,33401954
s45149.1,16,46.831,43.895,53.147,33447141
OAR16_36378409.1,16,46.831,43.895,53.147,33470561
OAR16_36452841.1,16,46.964,43.895,53.524,33545078
OAR16_36498470.1,16,46.964,43.895,53.524,33584033
OAR16_36508382.1,16,46.964,43.895,53.524,33596117
OAR16_36712116.1,16,46.964,43.895,53.524,33768123
OAR16_36737603.1,16,46.964,43.895,53.524,33792622
OAR16_36743952.1,16,46.964,43.895,53.524,33798516
OAR16_36821541.1,16,46.964,43.895,53.524,33872546
OAR16_36833073.1,16,47.145,44.105,53.667,33885737
OAR16_36890689.1,16,47.145,44.105,53.667,33941127
s14037.1,16,47.145,44.105,53.667,33978330
OAR16_36987741.1,16,47.251,44.105,53.876,34034559
OAR16_37082988.1,16,47.552,44.421,54.319,34141840
OAR16_37197787.1,16,47.667,44.548,54.319,34256125
OAR16_37226202.1,16,47.667,44.548,54.319,34279856
OAR16_37419505.1,16,47.667,44.548,54.319,34392335
OAR16_37467394.1,16,47.667,44.548,54.319,34475296
OAR16_37519511.1,16,47.667,44.548,54.319,34529062
OAR16_37539041.1,16,47.667,44.548,54.319,34550197
OAR16_37614079.1,16,47.667,44.548,54.319,34625175
OAR16_37779529.1,16,47.667,44.548,54.319,34679175
OAR16_37770793_X.1,16,47.667,44.548,54.319,34690414
OAR16_37947866.1,16,47.868,44.782,54.42,34793125
OAR16_37994752.1,16,48.068,45.014,54.521,34841237
OAR16_38040585.1,16,48.068,45.014,54.521,34884982
OAR16_38072131.1,16,48.489,45.507,54.521,34916221
OAR16_38221926.1,16,48.922,46.504,54.521,35037917
s40592.1,16,48.922,46.504,54.521,35098287
OAR16_38312498.1,16,48.922,46.504,54.521,35128084
OAR16_38647302.1,16,49.511,46.73,55.736,35446370
OAR16_38814956.1,16,49.511,46.73,55.736,35607373
OAR16_38842323.1,16,49.511,46.73,55.736,35633299
OAR16_38988953.1,16,50.101,47.538,55.736,35781385
OAR16_39062204.1,16,50.101,47.538,55.736,35852290
s25960.1,16,50.101,47.538,55.736,35866332
OAR16_39143709.1,16,50.101,47.538,55.736,35930429
s48550.1,16,50.101,47.538,55.736,35966903
s49984.1,16,50.101,47.538,55.736,36028239
s57141.1,16,50.101,47.538,55.736,36152657
s30431.1,16,50.225,47.538,56.187,36214121
s21323.1,16,50.225,47.538,56.187,36277226
s24799.1,16,50.225,47.538,56.187,36323883
OAR16_39563095.1,16,50.58,48.1,56.187,36366128
s40074.1,16,50.598,48.1,56.187,36472371
OAR16_39780130.1,16,50.598,48.1,56.187,36586383
OAR16_39888776.1,16,50.598,48.1,56.187,36697783
OAR16_39987451.1,16,50.598,48.1,56.187,36797401
OAR16_40016364.1,16,50.598,48.1,56.187,36820258
OAR16_40138485.1,16,50.695,48.245,56.187,36938272
OAR16_40191916.1,16,50.695,48.245,56.187,36988703
s48729.1,16,50.695,48.245,56.187,37034665
OAR16_40269571.1,16,50.695,48.245,56.187,37062919
OAR16_40313142.1,16,50.695,48.245,56.187,37106181
OAR16_40345735.1,16,50.695,48.245,56.187,37138240
OAR16_40426113.1,16,50.695,48.245,56.187,37217962
OAR16_40503533.1,16,50.695,48.245,56.187,37284426
OAR16_40589074.1,16,50.81,48.245,56.515,37359778
OAR16_40642902_X.1,16,50.81,48.245,56.515,37413541
s34284.1,16,50.81,48.245,56.515,37464470
OAR16_40715706_X.1,16,50.81,48.245,56.515,37488524
OAR16_40749182.1,16,50.81,48.245,56.515,37521227
s11229.1,16,50.81,48.245,56.515,37571144
OAR16_40846568_X.1,16,50.81,48.245,56.515,37622186
s25379.1,16,50.81,48.245,56.515,37651555
OAR16_41004309.1,16,51.095,48.245,57.188,37778009
OAR16_41066473.1,16,51.095,48.245,57.188,37840735
s08636.1,16,51.095,48.245,57.188,37864780
OAR16_41149711.1,16,51.095,48.245,57.188,37914945
OAR16_41284954.1,16,51.789,49.071,57.652,38050861
OAR16_41320024.1,16,51.789,49.071,57.652,38088215
OAR16_41340313.1,16,51.789,49.071,57.652,38106304
OAR16_41371444_X.1,16,51.789,49.071,57.652,38119019
OAR16_41472985.1,16,51.849,49.178,57.652,38221876
s32951.1,16,51.905,49.271,57.652,38301584
s67434.1,16,51.905,49.271,57.652,38325421
OAR16_41617317.1,16,51.905,49.271,57.652,38365952
OAR16_41711634.1,16,51.934,49.271,57.797,38448143
OAR16_41737441.1,16,52.057,49.463,57.797,38473232
OAR16_41779659.1,16,52.057,49.463,57.797,38512493
OAR16_41804913.1,16,52.057,49.463,57.797,38538612
s67705.1,16,52.143,49.607,57.797,38606820
OAR16_41943180.1,16,52.143,49.607,57.797,38696505
OAR16_41970981.1,16,52.143,49.607,57.797,38722405
OAR16_42159705.1,16,52.143,49.607,57.797,38851083
OAR16_42172047.1,16,52.143,49.607,57.797,38862399
OAR16_42184944.1,16,52.143,49.607,57.797,38878086
s42786.1,16,52.143,49.607,57.797,38880548
s33178.1,16,52.143,49.607,57.797,38899653
OAR16_42312325.1,16,52.143,49.607,57.797,38943467
OAR16_42321024.1,16,52.201,49.607,57.901,38952447
s15191.1,16,52.201,49.607,57.901,39007570
s05273.1,16,52.201,49.607,57.901,39057236
OAR16_42448158.1,16,52.201,49.607,57.901,39077896
OAR16_42499047.1,16,52.201,49.607,57.901,39127633
s04132.1,16,52.201,49.607,57.901,39225407
OAR16_42645135.1,16,52.201,49.607,57.901,39260946
OAR16_42651043.1,16,52.201,49.607,57.901,39265561
OAR16_42806888.1,16,52.27,49.607,58.021,39334393
OAR16_42762101.1,16,52.405,49.775,58.143,39496401
OAR16_42993224.1,16,52.535,49.938,58.261,39533422
s59769.1,16,52.592,49.938,58.382,39610452
